Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1965","1965","tonnes","420","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1966","1966","tonnes","420","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1967","1967","tonnes","420","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1968","1968","tonnes","375","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1969","1969","tonnes","338","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1970","1970","tonnes","300","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1971","1971","tonnes","225","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1972","1972","tonnes","300","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1973","1973","tonnes","450","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1974","1974","tonnes","600","*","Unofficial figure"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1975","1975","tonnes","700","*","Unofficial figure"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1976","1976","tonnes","700","*","Unofficial figure"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1977","1977","tonnes","800","*","Unofficial figure"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1978","1978","tonnes","800","*","Unofficial figure"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1979","1979","tonnes","800","*","Unofficial figure"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1980","1980","tonnes","800","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1981","1981","tonnes","815","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1982","1982","tonnes","1500","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1983","1983","tonnes","1500","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1984","1984","tonnes","1032","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1985","1985","tonnes","1500","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1986","1986","tonnes","934","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1987","1987","tonnes","934","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1988","1988","tonnes","934","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1989","1989","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1990","1990","tonnes","1025","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1991","1991","tonnes","1100","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1992","1992","tonnes","1150","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1993","1993","tonnes","1180","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1994","1994","tonnes","1210","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1995","1995","tonnes","1240","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1996","1996","tonnes","1237","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1997","1997","tonnes","1250","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1998","1998","tonnes","1240","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","1999","1999","tonnes","1241","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2000","2000","tonnes","1243","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2001","2001","tonnes","1260","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2002","2002","tonnes","1250","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2003","2003","tonnes","1270","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2004","2004","tonnes","1261","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2005","2005","tonnes","1268","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2006","2006","tonnes","1300","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2007","2007","tonnes","1284","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2008","2008","tonnes","1290","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2009","2009","tonnes","1295","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2010","2010","tonnes","1305","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2011","2011","tonnes","1326","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2012","2012","tonnes","1298","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2013","2013","tonnes","1134","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2014","2014","tonnes","747","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2015","2015","tonnes","889","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2016","2016","tonnes","1128","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2017","2017","tonnes","1128","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2018","2018","tonnes","1180","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","1182","Honey, natural","2019","2019","tonnes","1180","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1961","1961","No","28000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1962","1962","No","28000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1963","1963","No","28000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1964","1964","No","28000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1965","1965","No","28000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1966","1966","No","28000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1967","1967","No","28000","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1968","1968","No","25000","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1969","1969","No","23000","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1970","1970","No","20000","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1971","1971","No","15000","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1972","1972","No","20000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1973","1973","No","30000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1974","1974","No","40000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1975","1975","No","46000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1976","1976","No","46000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1977","1977","No","52000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1978","1978","No","52000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1979","1979","No","52000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1980","1980","No","50000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1981","1981","No","50000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1982","1982","No","50000","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1983","1983","No","50000","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1984","1984","No","45731","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1985","1985","No","50000","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1986","1986","No","31146","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1987","1987","No","31146","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1988","1988","No","31146","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1989","1989","No","33000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1990","1990","No","33000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1991","1991","No","34000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1992","1992","No","35000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1993","1993","No","36000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1994","1994","No","37000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1995","1995","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1996","1996","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1997","1997","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1998","1998","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","1999","1999","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2000","2000","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2001","2001","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2002","2002","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2003","2003","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2004","2004","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2005","2005","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2006","2006","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2007","2007","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2008","2008","No","38000","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2009","2009","No","38100","F","FAO estimate"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2010","2010","No","40894","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2011","2011","No","44193","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2012","2012","No","43270","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2013","2013","No","45372","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2014","2014","No","45904","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2015","2015","No","37910","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2016","2016","No","37910","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2017","2017","No","37910","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2018","2018","No","39376","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5314","Prod Popultn","1182","Honey, natural","2019","2019","No","39376","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","1991","1991","tonnes","","M","Data not available"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","1992","1992","tonnes","","M","Data not available"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","1993","1993","tonnes","","M","Data not available"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","1994","1994","tonnes","","M","Data not available"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","1995","1995","tonnes","","M","Data not available"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","1996","1996","tonnes","","M","Data not available"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","1997","1997","tonnes","300","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","1998","1998","tonnes","330","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","1999","1999","tonnes","349","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2000","2000","tonnes","370","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2001","2001","tonnes","389","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2002","2002","tonnes","400","*","Unofficial figure"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2003","2003","tonnes","400","*","Unofficial figure"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2004","2004","tonnes","500","*","Unofficial figure"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2005","2005","tonnes","600","*","Unofficial figure"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2006","2006","tonnes","600","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2007","2007","tonnes","610","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2008","2008","tonnes","602","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2009","2009","tonnes","631","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2010","2010","tonnes","610","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2011","2011","tonnes","610","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2012","2012","tonnes","610","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2013","2013","tonnes","610","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2014","2014","tonnes","610","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2015","2015","tonnes","610","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2016","2016","tonnes","610","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2017","2017","tonnes","610","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2018","2018","tonnes","610","F","FAO estimate"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","1182","Honey, natural","2019","2019","tonnes","611","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","1992","1992","hg","131","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","1993","1993","hg","133","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","1994","1994","hg","134","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","1995","1995","hg","169","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","1996","1996","hg","152","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","1997","1997","hg","148","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","1998","1998","hg","142","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","1999","1999","hg","160","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2000","2000","hg","161","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2001","2001","hg","211","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2002","2002","hg","193","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2003","2003","hg","146","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2004","2004","hg","214","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2005","2005","hg","159","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2006","2006","hg","139","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2007","2007","hg","84","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2008","2008","hg","88","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2009","2009","hg","94","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2010","2010","hg","68","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2011","2011","hg","70","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2012","2012","hg","140","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2013","2013","hg","164","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2014","2014","hg","112","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2015","2015","hg","203","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2016","2016","hg","175","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2017","2017","hg","200","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2018","2018","hg","200","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5422","Yield","1182","Honey, natural","2019","2019","hg","177","Fc","Calculated data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","1992","1992","tonnes","771","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","1993","1993","tonnes","782","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","1994","1994","tonnes","844","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","1995","1995","tonnes","1014","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","1996","1996","tonnes","944","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","1997","1997","tonnes","1062","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","1998","1998","tonnes","1225","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","1999","1999","tonnes","1395","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2000","2000","tonnes","1580","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2001","2001","tonnes","2068","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2002","2002","tonnes","2060","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2003","2003","tonnes","1616","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2004","2004","tonnes","2543","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2005","2005","tonnes","2657","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2006","2006","tonnes","2246","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2007","2007","tonnes","2638","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2008","2008","tonnes","2714","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2009","2009","tonnes","2858","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2010","2010","tonnes","2088","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2011","2011","tonnes","2832","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2012","2012","tonnes","6887","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2013","2013","tonnes","8992","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2014","2014","tonnes","6269","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2015","2015","tonnes","11477","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2016","2016","tonnes","8677","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2017","2017","tonnes","8128","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","1182","Honey, natural","2018","2018","tonnes","7440","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","1992","1992","No","59000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","1993","1993","No","59000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","1994","1994","No","63000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","1995","1995","No","60000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","1996","1996","No","62000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","1997","1997","No","72000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","1998","1998","No","86000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","1999","1999","No","87000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2000","2000","No","98000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2001","2001","No","98000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2002","2002","No","107000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2003","2003","No","111000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2004","2004","No","119000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2005","2005","No","167000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2006","2006","No","162000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2007","2007","No","314000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2008","2008","No","310000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2009","2009","No","304000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2010","2010","No","308000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2011","2011","No","405000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2012","2012","No","492000","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2013","2013","No","547300","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2014","2014","No","560400","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2015","2015","No","564700","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2016","2016","No","495800","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2017","2017","No","406407","","Official data"
"QCL","Crops and livestock products","98","Croatia","5314","Prod Popultn","1182","Honey, natural","2018","2018","No","372002","","Official data"
